K,P,beam_width,rule,B,kappa,incumbent,solve_time_seconds,status,message,variables,continuous_variables,binary_integer_variables,constraints,mip_gap,best_bound,node_count,test_seed,n_test,test_mean_profit,test_std_profit,test_Q05,test_CVaR_lower_5pct,test_worst_profit,constraint_violation_count
5,2,10,waste,3871662.9912554687,-3871662.9912554687,True,0.07737310003722087,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),434,326,108,695,5.817779946380222e-05,-5439232.605320667,1,3026,100,5310842.187430544,127740.9851074234,5121447.130343982,5073024.376242204,5009522.855661402,0
5,2,10,half,23850043.024799995,-23850043.024799995,True,0.02503760001854971,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),434,326,108,695,0.03094633249853375,-24625123.96654699,1,3026,100,23666862.115654755,832280.0094962885,22309340.48231954,21836419.825845804,21379402.733433787,0
